Ocular artifact correction,Muscle artifact correction,Low-pass filter,High-pass filter,Reference electrode(s),Detrending,Baseline interval,Autoreject,experiment,decoder,performance
None,None,20 Hz,0.1 Hz,average,None,200ms,Interpolate,N2pc,EEGNet,0.6634078025817871
None,None,20 Hz,0.1 Hz,average,None,200ms,Interpolate,N400,EEGNet,0.659583330154419
None,None,20 Hz,0.1 Hz,average,None,200ms,Interpolate,P3,EEGNet,0.6784374713897705
None,None,20 Hz,0.1 Hz,average,None,200ms,Int. or reject,ERN,EEGNet,0.858643114566803
None,None,20 Hz,0.1 Hz,average,None,200ms,Int. or reject,LRP,EEGNet,0.8192709684371948
None,None,20 Hz,0.1 Hz,average,None,200ms,Int. or reject,MMN,EEGNet,0.5596861839294434
None,None,20 Hz,0.1 Hz,average,None,200ms,Int. or reject,N170,EEGNet,0.713154673576355
None,None,20 Hz,0.1 Hz,average,None,200ms,Int. or reject,N2pc,EEGNet,0.6684011220932007
None,None,20 Hz,0.1 Hz,average,None,200ms,Int. or reject,N400,EEGNet,0.6571614146232605
None,None,20 Hz,0.1 Hz,average,None,200ms,Int. or reject,P3,EEGNet,0.6828112602233887
None,None,20 Hz,0.1 Hz,average,None,400ms,False,ERN,EEGNet,0.8668691515922546
None,None,20 Hz,0.1 Hz,average,None,400ms,False,LRP,EEGNet,0.8317528963088989
None,None,20 Hz,0.1 Hz,average,None,400ms,False,MMN,EEGNet,0.5734437704086304
None,None,20 Hz,0.1 Hz,average,None,400ms,False,N170,EEGNet,0.7489062547683716
None,None,20 Hz,0.1 Hz,average,None,400ms,False,N2pc,EEGNet,0.6749231219291687
None,None,20 Hz,0.1 Hz,average,None,400ms,False,N400,EEGNet,0.6647916436195374
None,None,20 Hz,0.1 Hz,average,None,400ms,False,P3,EEGNet,0.6813281178474426
None,None,20 Hz,0.1 Hz,average,None,400ms,Interpolate,ERN,EEGNet,0.8597800135612488
None,None,20 Hz,0.1 Hz,average,None,400ms,Interpolate,LRP,EEGNet,0.8180601000785828
None,None,20 Hz,0.1 Hz,average,None,400ms,Interpolate,MMN,EEGNet,0.5610626339912415
None,None,20 Hz,0.1 Hz,average,None,400ms,Interpolate,N170,EEGNet,0.7281249761581421
None,None,20 Hz,0.1 Hz,average,None,400ms,Interpolate,N2pc,EEGNet,0.6690162420272827
None,None,20 Hz,0.1 Hz,average,None,400ms,Interpolate,N400,EEGNet,0.6625000238418579
None,None,20 Hz,0.1 Hz,average,None,400ms,Interpolate,P3,EEGNet,0.6783593893051147
None,None,20 Hz,0.1 Hz,average,None,400ms,Int. or reject,ERN,EEGNet,0.8637246489524841
None,None,20 Hz,0.1 Hz,average,None,400ms,Int. or reject,LRP,EEGNet,0.8154155015945435
None,None,20 Hz,0.1 Hz,average,None,400ms,Int. or reject,MMN,EEGNet,0.5635521411895752
None,None,20 Hz,0.1 Hz,average,None,400ms,Int. or reject,N170,EEGNet,0.7291202545166016
None,None,20 Hz,0.1 Hz,average,None,400ms,Int. or reject,N2pc,EEGNet,0.6676501631736755
None,None,20 Hz,0.1 Hz,average,None,400ms,Int. or reject,N400,EEGNet,0.6446772813796997
None,None,20 Hz,0.1 Hz,average,None,400ms,Int. or reject,P3,EEGNet,0.6920779347419739
None,None,20 Hz,0.1 Hz,average,None,None,False,ERN,EEGNet,0.862491250038147
None,None,20 Hz,0.1 Hz,average,None,None,False,LRP,EEGNet,0.8325162529945374
None,None,20 Hz,0.1 Hz,average,None,None,False,MMN,EEGNet,0.5735405087471008
None,None,20 Hz,0.1 Hz,average,None,None,False,N170,EEGNet,0.7484375238418579
None,None,20 Hz,0.1 Hz,average,None,None,False,N2pc,EEGNet,0.6750012040138245
None,None,20 Hz,0.1 Hz,average,None,None,False,N400,EEGNet,0.6643750071525574
None,None,20 Hz,0.1 Hz,average,None,None,False,P3,EEGNet,0.6792187690734863
None,None,20 Hz,0.1 Hz,average,None,None,Interpolate,ERN,EEGNet,0.8612790703773499
None,None,20 Hz,0.1 Hz,average,None,None,Interpolate,LRP,EEGNet,0.8079801797866821
None,None,20 Hz,0.1 Hz,average,None,None,Interpolate,MMN,EEGNet,0.5646746158599854
None,None,20 Hz,0.1 Hz,average,None,None,Interpolate,N170,EEGNet,0.7320312261581421
None,None,20 Hz,0.1 Hz,average,None,None,Interpolate,N2pc,EEGNet,0.6675247550010681
None,None,20 Hz,0.1 Hz,average,None,None,Interpolate,N400,EEGNet,0.6700000166893005
None,None,20 Hz,0.1 Hz,average,None,None,Interpolate,P3,EEGNet,0.6820312738418579
None,None,20 Hz,0.1 Hz,average,None,None,Int. or reject,ERN,EEGNet,0.847683310508728
None,None,20 Hz,0.1 Hz,average,None,None,Int. or reject,LRP,EEGNet,0.814189076423645
None,None,20 Hz,0.1 Hz,average,None,None,Int. or reject,MMN,EEGNet,0.5663714408874512
None,None,20 Hz,0.1 Hz,average,None,None,Int. or reject,N170,EEGNet,0.7275981307029724
None,None,20 Hz,0.1 Hz,average,None,None,Int. or reject,N2pc,EEGNet,0.673900842666626
None,None,20 Hz,0.1 Hz,average,None,None,Int. or reject,N400,EEGNet,0.6547409892082214
None,None,20 Hz,0.1 Hz,average,None,None,Int. or reject,P3,EEGNet,0.6831756234169006
None,None,20 Hz,0.1 Hz,average,linear,200ms,False,ERN,EEGNet,0.8660145401954651
None,None,20 Hz,0.1 Hz,average,linear,200ms,False,LRP,EEGNet,0.8294155597686768
None,None,20 Hz,0.1 Hz,average,linear,200ms,False,MMN,EEGNet,0.5765010714530945
None,None,20 Hz,0.1 Hz,average,linear,200ms,False,N170,EEGNet,0.7487499713897705
None,None,20 Hz,0.1 Hz,average,linear,200ms,False,N2pc,EEGNet,0.6738438606262207
None,None,20 Hz,0.1 Hz,average,linear,200ms,False,N400,EEGNet,0.6585416793823242
None,None,20 Hz,0.1 Hz,average,linear,200ms,False,P3,EEGNet,0.6919531226158142
None,None,20 Hz,0.1 Hz,average,linear,200ms,Interpolate,ERN,EEGNet,0.8610411882400513
None,None,20 Hz,0.1 Hz,average,linear,200ms,Interpolate,LRP,EEGNet,0.8230569958686829
None,None,20 Hz,0.1 Hz,average,linear,200ms,Interpolate,MMN,EEGNet,0.5696427226066589
None,None,20 Hz,0.1 Hz,average,linear,200ms,Interpolate,N170,EEGNet,0.7412499785423279
None,None,20 Hz,0.1 Hz,average,linear,200ms,Interpolate,N2pc,EEGNet,0.6622809171676636
None,None,20 Hz,0.1 Hz,average,linear,200ms,Interpolate,N400,EEGNet,0.6604166626930237
None,None,20 Hz,0.1 Hz,average,linear,200ms,Interpolate,P3,EEGNet,0.6711719036102295
None,None,20 Hz,0.1 Hz,average,linear,200ms,Int. or reject,ERN,EEGNet,0.8463438153266907
None,None,20 Hz,0.1 Hz,average,linear,200ms,Int. or reject,LRP,EEGNet,0.825238823890686
None,None,20 Hz,0.1 Hz,average,linear,200ms,Int. or reject,MMN,EEGNet,0.5689583420753479
None,None,20 Hz,0.1 Hz,average,linear,200ms,Int. or reject,N170,EEGNet,0.7384374737739563
None,None,20 Hz,0.1 Hz,average,linear,200ms,Int. or reject,N2pc,EEGNet,0.6684548854827881
None,None,20 Hz,0.1 Hz,average,linear,200ms,Int. or reject,N400,EEGNet,0.6594205498695374
None,None,20 Hz,0.1 Hz,average,linear,200ms,Int. or reject,P3,EEGNet,0.664219856262207
None,None,20 Hz,0.1 Hz,average,linear,400ms,False,ERN,EEGNet,0.8663807511329651
None,None,20 Hz,0.1 Hz,average,linear,400ms,False,LRP,EEGNet,0.828271746635437
None,None,20 Hz,0.1 Hz,average,linear,400ms,False,MMN,EEGNet,0.5761555433273315
None,None,20 Hz,0.1 Hz,average,linear,400ms,False,N170,EEGNet,0.7479687333106995
None,None,20 Hz,0.1 Hz,average,linear,400ms,False,N2pc,EEGNet,0.6735313534736633
None,None,20 Hz,0.1 Hz,average,linear,400ms,False,N400,EEGNet,0.6583333611488342
None,None,20 Hz,0.1 Hz,average,linear,400ms,False,P3,EEGNet,0.6907031536102295
None,None,20 Hz,0.1 Hz,average,linear,400ms,Interpolate,ERN,EEGNet,0.8570690155029297
None,None,20 Hz,0.1 Hz,average,linear,400ms,Interpolate,LRP,EEGNet,0.8262333273887634
None,None,20 Hz,0.1 Hz,average,linear,400ms,Interpolate,MMN,EEGNet,0.5701761841773987
None,None,20 Hz,0.1 Hz,average,linear,400ms,Interpolate,N170,EEGNet,0.7395312786102295
None,None,20 Hz,0.1 Hz,average,linear,400ms,Interpolate,N2pc,EEGNet,0.66323322057724
None,None,20 Hz,0.1 Hz,average,linear,400ms,Interpolate,N400,EEGNet,0.6589583158493042
None,None,20 Hz,0.1 Hz,average,linear,400ms,Interpolate,P3,EEGNet,0.6775000095367432
None,None,20 Hz,0.1 Hz,average,linear,400ms,Int. or reject,ERN,EEGNet,0.8520132303237915
None,None,20 Hz,0.1 Hz,average,linear,400ms,Int. or reject,LRP,EEGNet,0.825783371925354
None,None,20 Hz,0.1 Hz,average,linear,400ms,Int. or reject,MMN,EEGNet,0.56991046667099
None,None,20 Hz,0.1 Hz,average,linear,400ms,Int. or reject,N170,EEGNet,0.7391223907470703
None,None,20 Hz,0.1 Hz,average,linear,400ms,Int. or reject,N2pc,EEGNet,0.6671320199966431
None,None,20 Hz,0.1 Hz,average,linear,400ms,Int. or reject,N400,EEGNet,0.6478267312049866
None,None,20 Hz,0.1 Hz,average,linear,400ms,Int. or reject,P3,EEGNet,0.6760538220405579
None,None,20 Hz,0.1 Hz,average,linear,None,False,ERN,EEGNet,0.8546654582023621
None,None,20 Hz,0.1 Hz,average,linear,None,False,LRP,EEGNet,0.8277543783187866
None,None,20 Hz,0.1 Hz,average,linear,None,False,MMN,EEGNet,0.5762168169021606
None,None,20 Hz,0.1 Hz,average,linear,None,False,N170,EEGNet,0.7481250166893005
None,None,20 Hz,0.1 Hz,average,linear,None,False,N2pc,EEGNet,0.6736875772476196
None,None,20 Hz,0.1 Hz,average,linear,None,False,N400,EEGNet,0.6585416793823242
None,None,20 Hz,0.1 Hz,average,linear,None,False,P3,EEGNet,0.6940624713897705
None,None,20 Hz,0.1 Hz,average,linear,None,Interpolate,ERN,EEGNet,0.852363646030426
None,None,20 Hz,0.1 Hz,average,linear,None,Interpolate,LRP,EEGNet,0.8206106424331665
None,None,20 Hz,0.1 Hz,average,linear,None,Interpolate,MMN,EEGNet,0.571863055229187
None,None,20 Hz,0.1 Hz,average,linear,None,Interpolate,N170,EEGNet,0.7401562333106995
None,None,20 Hz,0.1 Hz,average,linear,None,Interpolate,N2pc,EEGNet,0.6590166687965393
None,None,20 Hz,0.1 Hz,average,linear,None,Interpolate,N400,EEGNet,0.6585416793823242
None,None,20 Hz,0.1 Hz,average,linear,None,Interpolate,P3,EEGNet,0.6728125214576721
None,None,20 Hz,0.1 Hz,average,linear,None,Int. or reject,ERN,EEGNet,0.8486567139625549
None,None,20 Hz,0.1 Hz,average,linear,None,Int. or reject,LRP,EEGNet,0.8262315988540649
None,None,20 Hz,0.1 Hz,average,linear,None,Int. or reject,MMN,EEGNet,0.5707094073295593
None,None,20 Hz,0.1 Hz,average,linear,None,Int. or reject,N170,EEGNet,0.7404583692550659
None,None,20 Hz,0.1 Hz,average,linear,None,Int. or reject,N2pc,EEGNet,0.6655459403991699
None,None,20 Hz,0.1 Hz,average,linear,None,Int. or reject,N400,EEGNet,0.6568811535835266
None,None,20 Hz,0.1 Hz,average,linear,None,Int. or reject,P3,EEGNet,0.6736807227134705
None,None,20 Hz,0.5 Hz,Cz,None,200ms,False,ERN,EEGNet,0.8803520798683167
None,None,20 Hz,0.5 Hz,Cz,None,200ms,False,LRP,EEGNet,0.8312493562698364
None,None,20 Hz,0.5 Hz,Cz,None,200ms,False,MMN,EEGNet,0.5745901465415955
None,None,20 Hz,0.5 Hz,Cz,None,200ms,False,N170,EEGNet,0.7534375190734863
None,None,20 Hz,0.5 Hz,Cz,None,200ms,False,N2pc,EEGNet,0.6778967380523682
None,None,20 Hz,0.5 Hz,Cz,None,200ms,False,N400,EEGNet,0.6789583563804626
None,None,20 Hz,0.5 Hz,Cz,None,200ms,False,P3,EEGNet,0.6924999952316284
None,None,20 Hz,0.5 Hz,Cz,None,200ms,Interpolate,ERN,EEGNet,0.8748854398727417
None,None,20 Hz,0.5 Hz,Cz,None,200ms,Interpolate,LRP,EEGNet,0.8181578516960144
None,None,20 Hz,0.5 Hz,Cz,None,200ms,Interpolate,MMN,EEGNet,0.5698192119598389
None,None,20 Hz,0.5 Hz,Cz,None,200ms,Interpolate,N170,EEGNet,0.7345312237739563
None,None,20 Hz,0.5 Hz,Cz,None,200ms,Interpolate,N2pc,EEGNet,0.6759482026100159
None,None,20 Hz,0.5 Hz,Cz,None,200ms,Interpolate,N400,EEGNet,0.674791693687439
None,None,20 Hz,0.5 Hz,Cz,None,200ms,Interpolate,P3,EEGNet,0.6903125047683716
None,None,20 Hz,0.5 Hz,Cz,None,200ms,Int. or reject,ERN,EEGNet,0.8654481768608093
None,None,20 Hz,0.5 Hz,Cz,None,200ms,Int. or reject,LRP,EEGNet,0.8194340467453003
None,None,20 Hz,0.5 Hz,Cz,None,200ms,Int. or reject,MMN,EEGNet,0.5709418654441833
None,None,20 Hz,0.5 Hz,Cz,None,200ms,Int. or reject,N170,EEGNet,0.7396343350410461
None,None,20 Hz,0.5 Hz,Cz,None,200ms,Int. or reject,N2pc,EEGNet,0.6694821119308472
None,None,20 Hz,0.5 Hz,Cz,None,200ms,Int. or reject,N400,EEGNet,0.6604220867156982
None,None,20 Hz,0.5 Hz,Cz,None,200ms,Int. or reject,P3,EEGNet,0.6909934878349304
None,None,20 Hz,0.5 Hz,Cz,None,400ms,False,ERN,EEGNet,0.8808426260948181
None,None,20 Hz,0.5 Hz,Cz,None,400ms,False,LRP,EEGNet,0.8303875923156738
None,None,20 Hz,0.5 Hz,Cz,None,400ms,False,MMN,EEGNet,0.5743536353111267
None,None,20 Hz,0.5 Hz,Cz,None,400ms,False,N170,EEGNet,0.753125011920929
None,None,20 Hz,0.5 Hz,Cz,None,400ms,False,N2pc,EEGNet,0.6780529618263245
None,None,20 Hz,0.5 Hz,Cz,None,400ms,False,N400,EEGNet,0.6781250238418579
None,None,20 Hz,0.5 Hz,Cz,None,400ms,False,P3,EEGNet,0.6907812356948853
None,None,20 Hz,0.5 Hz,Cz,None,400ms,Interpolate,ERN,EEGNet,0.8775600790977478
None,None,20 Hz,0.5 Hz,Cz,None,400ms,Interpolate,LRP,EEGNet,0.8210128545761108
None,None,20 Hz,0.5 Hz,Cz,None,400ms,Interpolate,MMN,EEGNet,0.5701157450675964
None,None,20 Hz,0.5 Hz,Cz,None,400ms,Interpolate,N170,EEGNet,0.7403125166893005
None,None,20 Hz,0.5 Hz,Cz,None,400ms,Interpolate,N2pc,EEGNet,0.6743831634521484
None,None,20 Hz,0.5 Hz,Cz,None,400ms,Interpolate,N400,EEGNet,0.6772916913032532
None,None,20 Hz,0.5 Hz,Cz,None,400ms,Interpolate,P3,EEGNet,0.6905468702316284
None,None,20 Hz,0.5 Hz,Cz,None,400ms,Int. or reject,ERN,EEGNet,0.8731737732887268
None,None,20 Hz,0.5 Hz,Cz,None,400ms,Int. or reject,LRP,EEGNet,0.8200469613075256
None,None,20 Hz,0.5 Hz,Cz,None,400ms,Int. or reject,MMN,EEGNet,0.5694789886474609
None,None,20 Hz,0.5 Hz,Cz,None,400ms,Int. or reject,N170,EEGNet,0.7430645823478699
None,None,20 Hz,0.5 Hz,Cz,None,400ms,Int. or reject,N2pc,EEGNet,0.6751989722251892
None,None,20 Hz,0.5 Hz,Cz,None,400ms,Int. or reject,N400,EEGNet,0.663538932800293
None,None,20 Hz,0.5 Hz,Cz,None,400ms,Int. or reject,P3,EEGNet,0.6835517883300781
None,None,20 Hz,0.5 Hz,Cz,None,None,False,ERN,EEGNet,0.8790165185928345
None,None,20 Hz,0.5 Hz,Cz,None,None,False,LRP,EEGNet,0.8303353190422058
None,None,20 Hz,0.5 Hz,Cz,None,None,False,MMN,EEGNet,0.574511706829071
None,None,20 Hz,0.5 Hz,Cz,None,None,False,N170,EEGNet,0.753125011920929
None,None,20 Hz,0.5 Hz,Cz,None,None,False,N2pc,EEGNet,0.6782092452049255
None,None,20 Hz,0.5 Hz,Cz,None,None,False,N400,EEGNet,0.6787499785423279
None,None,20 Hz,0.5 Hz,Cz,None,None,False,P3,EEGNet,0.6921093463897705
None,None,20 Hz,0.5 Hz,Cz,None,None,Interpolate,ERN,EEGNet,0.8797369599342346
None,None,20 Hz,0.5 Hz,Cz,None,None,Interpolate,LRP,EEGNet,0.816036581993103
None,None,20 Hz,0.5 Hz,Cz,None,None,Interpolate,MMN,EEGNet,0.5672862529754639
None,None,20 Hz,0.5 Hz,Cz,None,None,Interpolate,N170,EEGNet,0.7384374737739563
None,None,20 Hz,0.5 Hz,Cz,None,None,Interpolate,N2pc,EEGNet,0.6758631467819214
None,None,20 Hz,0.5 Hz,Cz,None,None,Interpolate,N400,EEGNet,0.6645833253860474
None,None,20 Hz,0.5 Hz,Cz,None,None,Interpolate,P3,EEGNet,0.6884375214576721
None,None,20 Hz,0.5 Hz,Cz,None,None,Int. or reject,ERN,EEGNet,0.8626781105995178
None,None,20 Hz,0.5 Hz,Cz,None,None,Int. or reject,LRP,EEGNet,0.8198686242103577
None,None,20 Hz,0.5 Hz,Cz,None,None,Int. or reject,MMN,EEGNet,0.5667877793312073
None,None,20 Hz,0.5 Hz,Cz,None,None,Int. or reject,N170,EEGNet,0.7214356064796448
None,None,20 Hz,0.5 Hz,Cz,None,None,Int. or reject,N2pc,EEGNet,0.6699068546295166
None,None,20 Hz,0.5 Hz,Cz,None,None,Int. or reject,N400,EEGNet,0.6515123844146729
None,None,20 Hz,0.5 Hz,Cz,None,None,Int. or reject,P3,EEGNet,0.6839147806167603
None,None,20 Hz,0.5 Hz,Cz,linear,200ms,False,ERN,EEGNet,0.8760288953781128
None,None,20 Hz,0.5 Hz,Cz,linear,200ms,False,LRP,EEGNet,0.8293129801750183
None,None,20 Hz,0.5 Hz,Cz,linear,200ms,False,MMN,EEGNet,0.5754673480987549
None,None,20 Hz,0.5 Hz,Cz,linear,200ms,False,N170,EEGNet,0.7515624761581421
None,None,20 Hz,0.5 Hz,Cz,linear,200ms,False,N2pc,EEGNet,0.6747885942459106
None,None,20 Hz,0.5 Hz,Cz,linear,200ms,False,N400,EEGNet,0.6660416722297668
None,None,20 Hz,0.5 Hz,Cz,linear,200ms,False,P3,EEGNet,0.6915624737739563
None,None,20 Hz,0.5 Hz,Cz,linear,200ms,Interpolate,ERN,EEGNet,0.8647257685661316
None,None,20 Hz,0.5 Hz,Cz,linear,200ms,Interpolate,LRP,EEGNet,0.8217427134513855
None,None,20 Hz,0.5 Hz,Cz,linear,200ms,Interpolate,MMN,EEGNet,0.5741646885871887
None,None,20 Hz,0.5 Hz,Cz,linear,200ms,Interpolate,N170,EEGNet,0.7482812404632568
None,None,20 Hz,0.5 Hz,Cz,linear,200ms,Interpolate,N2pc,EEGNet,0.6683820486068726
None,None,20 Hz,0.5 Hz,Cz,linear,200ms,Interpolate,N400,EEGNet,0.6604166626930237
None,None,20 Hz,0.5 Hz,Cz,linear,200ms,Interpolate,P3,EEGNet,0.6909375190734863
None,None,20 Hz,0.5 Hz,Cz,linear,200ms,Int. or reject,ERN,EEGNet,0.86430424451828
None,None,20 Hz,0.5 Hz,Cz,linear,200ms,Int. or reject,LRP,EEGNet,0.8240998387336731
None,None,20 Hz,0.5 Hz,Cz,linear,200ms,Int. or reject,MMN,EEGNet,0.5732946395874023
None,None,20 Hz,0.5 Hz,Cz,linear,200ms,Int. or reject,N170,EEGNet,0.7447837591171265
None,None,20 Hz,0.5 Hz,Cz,linear,200ms,Int. or reject,N2pc,EEGNet,0.6671761274337769
None,None,20 Hz,0.5 Hz,Cz,linear,200ms,Int. or reject,N400,EEGNet,0.6644358038902283
None,None,20 Hz,0.5 Hz,Cz,linear,200ms,Int. or reject,P3,EEGNet,0.6783422827720642
None,None,20 Hz,0.5 Hz,Cz,linear,400ms,False,ERN,EEGNet,0.8768591284751892
None,None,20 Hz,0.5 Hz,Cz,linear,400ms,False,LRP,EEGNet,0.8294764757156372
None,None,20 Hz,0.5 Hz,Cz,linear,400ms,False,MMN,EEGNet,0.5755298137664795
None,None,20 Hz,0.5 Hz,Cz,linear,400ms,False,N170,EEGNet,0.7515624761581421
None,None,20 Hz,0.5 Hz,Cz,linear,400ms,False,N2pc,EEGNet,0.6747885942459106
None,None,20 Hz,0.5 Hz,Cz,linear,400ms,False,N400,EEGNet,0.6666666865348816
None,None,20 Hz,0.5 Hz,Cz,linear,400ms,False,P3,EEGNet,0.6901562213897705
None,None,20 Hz,0.5 Hz,Cz,linear,400ms,Interpolate,ERN,EEGNet,0.8609832525253296
None,None,20 Hz,0.5 Hz,Cz,linear,400ms,Interpolate,LRP,EEGNet,0.8212177157402039
None,None,20 Hz,0.5 Hz,Cz,linear,400ms,Interpolate,MMN,EEGNet,0.5706173777580261
None,None,20 Hz,0.5 Hz,Cz,linear,400ms,Interpolate,N170,EEGNet,0.7445312738418579
None,None,20 Hz,0.5 Hz,Cz,linear,400ms,Interpolate,N2pc,EEGNet,0.667991578578949
None,None,20 Hz,0.5 Hz,Cz,linear,400ms,Interpolate,N400,EEGNet,0.6652083396911621
None,None,20 Hz,0.5 Hz,Cz,linear,400ms,Interpolate,P3,EEGNet,0.6895312666893005
None,None,20 Hz,0.5 Hz,Cz,linear,400ms,Int. or reject,ERN,EEGNet,0.8665254712104797
None,None,20 Hz,0.5 Hz,Cz,linear,400ms,Int. or reject,LRP,EEGNet,0.8222746253013611
None,None,20 Hz,0.5 Hz,Cz,linear,400ms,Int. or reject,MMN,EEGNet,0.5723233819007874
None,None,20 Hz,0.5 Hz,Cz,linear,400ms,Int. or reject,N170,EEGNet,0.7536622881889343
None,None,20 Hz,0.5 Hz,Cz,linear,400ms,Int. or reject,N2pc,EEGNet,0.6687602996826172
None,None,20 Hz,0.5 Hz,Cz,linear,400ms,Int. or reject,N400,EEGNet,0.6586976051330566
None,None,20 Hz,0.5 Hz,Cz,linear,400ms,Int. or reject,P3,EEGNet,0.6888641715049744
None,None,20 Hz,0.5 Hz,Cz,linear,None,False,ERN,EEGNet,0.8700329065322876
None,None,20 Hz,0.5 Hz,Cz,linear,None,False,LRP,EEGNet,0.8297896385192871
None,None,20 Hz,0.5 Hz,Cz,linear,None,False,MMN,EEGNet,0.5753446817398071
None,None,20 Hz,0.5 Hz,Cz,linear,None,False,N170,EEGNet,0.7514062523841858
None,None,20 Hz,0.5 Hz,Cz,linear,None,False,N2pc,EEGNet,0.6746323704719543
None,None,20 Hz,0.5 Hz,Cz,linear,None,False,N400,EEGNet,0.6666666865348816
None,None,20 Hz,0.5 Hz,Cz,linear,None,False,P3,EEGNet,0.6920312643051147
None,None,20 Hz,0.5 Hz,Cz,linear,None,Interpolate,ERN,EEGNet,0.8595314025878906
None,None,20 Hz,0.5 Hz,Cz,linear,None,Interpolate,LRP,EEGNet,0.8190978765487671
None,None,20 Hz,0.5 Hz,Cz,linear,None,Interpolate,MMN,EEGNet,0.5707942843437195
None,None,20 Hz,0.5 Hz,Cz,linear,None,Interpolate,N170,EEGNet,0.7393749952316284
None,None,20 Hz,0.5 Hz,Cz,linear,None,Interpolate,N2pc,EEGNet,0.6692248582839966
None,None,20 Hz,0.5 Hz,Cz,linear,None,Interpolate,N400,EEGNet,0.6612499952316284
None,None,20 Hz,0.5 Hz,Cz,linear,None,Interpolate,P3,EEGNet,0.6803905963897705
None,None,20 Hz,0.5 Hz,Cz,linear,None,Int. or reject,ERN,EEGNet,0.8670793175697327
None,None,20 Hz,0.5 Hz,Cz,linear,None,Int. or reject,LRP,EEGNet,0.8224868178367615
None,None,20 Hz,0.5 Hz,Cz,linear,None,Int. or reject,MMN,EEGNet,0.5758758187294006
None,None,20 Hz,0.5 Hz,Cz,linear,None,Int. or reject,N170,EEGNet,0.7432326078414917
None,None,20 Hz,0.5 Hz,Cz,linear,None,Int. or reject,N2pc,EEGNet,0.6689573526382446
None,None,20 Hz,0.5 Hz,Cz,linear,None,Int. or reject,N400,EEGNet,0.657875657081604
None,None,20 Hz,0.5 Hz,Cz,linear,None,Int. or reject,P3,EEGNet,0.6845874786376953
None,None,20 Hz,0.5 Hz,P9P10,None,200ms,False,ERN,EEGNet,0.8823153376579285
None,None,20 Hz,0.5 Hz,P9P10,None,200ms,False,LRP,EEGNet,0.8280878067016602
None,None,20 Hz,0.5 Hz,P9P10,None,200ms,False,MMN,EEGNet,0.5798727869987488
None,None,20 Hz,0.5 Hz,P9P10,None,200ms,False,N170,EEGNet,0.7620312571525574
None,None,20 Hz,0.5 Hz,P9P10,None,200ms,False,N2pc,EEGNet,0.6744786500930786
None,None,20 Hz,0.5 Hz,P9P10,None,200ms,False,N400,EEGNet,0.6895833611488342
None,None,20 Hz,0.5 Hz,P9P10,None,200ms,False,P3,EEGNet,0.6988281011581421
None,None,20 Hz,0.5 Hz,P9P10,None,200ms,Interpolate,ERN,EEGNet,0.8689287304878235
None,None,20 Hz,0.5 Hz,P9P10,None,200ms,Interpolate,LRP,EEGNet,0.8081872463226318
None,None,20 Hz,0.5 Hz,P9P10,None,200ms,Interpolate,MMN,EEGNet,0.5728932619094849
None,None,20 Hz,0.5 Hz,P9P10,None,200ms,Interpolate,N170,EEGNet,0.7545312643051147
None,None,20 Hz,0.5 Hz,P9P10,None,200ms,Interpolate,N2pc,EEGNet,0.6719008088111877
None,None,20 Hz,0.5 Hz,P9P10,None,200ms,Interpolate,N400,EEGNet,0.6883333325386047
None,None,20 Hz,0.5 Hz,P9P10,None,200ms,Interpolate,P3,EEGNet,0.6944531202316284
None,None,20 Hz,0.5 Hz,P9P10,None,200ms,Int. or reject,ERN,EEGNet,0.8587380647659302
None,None,20 Hz,0.5 Hz,P9P10,None,200ms,Int. or reject,LRP,EEGNet,0.824042797088623
None,None,20 Hz,0.5 Hz,P9P10,None,200ms,Int. or reject,MMN,EEGNet,0.5719345808029175
None,None,20 Hz,0.5 Hz,P9P10,None,200ms,Int. or reject,N170,EEGNet,0.7375394105911255
None,None,20 Hz,0.5 Hz,P9P10,None,200ms,Int. or reject,N2pc,EEGNet,0.6712458729743958
None,None,20 Hz,0.5 Hz,P9P10,None,200ms,Int. or reject,N400,EEGNet,0.6667465567588806
None,None,20 Hz,0.5 Hz,P9P10,None,200ms,Int. or reject,P3,EEGNet,0.6953793168067932
None,None,20 Hz,0.5 Hz,P9P10,None,400ms,False,ERN,EEGNet,0.8808987736701965
None,None,20 Hz,0.5 Hz,P9P10,None,400ms,False,LRP,EEGNet,0.8285447955131531
None,None,20 Hz,0.5 Hz,P9P10,None,400ms,False,MMN,EEGNet,0.580615222454071
None,None,20 Hz,0.5 Hz,P9P10,None,400ms,False,N170,EEGNet,0.7620312571525574
None,None,20 Hz,0.5 Hz,P9P10,None,400ms,False,N2pc,EEGNet,0.6745567321777344
None,None,20 Hz,0.5 Hz,P9P10,None,400ms,False,N400,EEGNet,0.6897916793823242
None,None,20 Hz,0.5 Hz,P9P10,None,400ms,False,P3,EEGNet,0.6989062428474426
None,None,20 Hz,0.5 Hz,P9P10,None,400ms,Interpolate,ERN,EEGNet,0.8723321557044983
None,None,20 Hz,0.5 Hz,P9P10,None,400ms,Interpolate,LRP,EEGNet,0.8136450052261353
None,None,20 Hz,0.5 Hz,P9P10,None,400ms,Interpolate,MMN,EEGNet,0.5677555799484253
None,None,20 Hz,0.5 Hz,P9P10,None,400ms,Interpolate,N170,EEGNet,0.7553125023841858
None,None,20 Hz,0.5 Hz,P9P10,None,400ms,Interpolate,N2pc,EEGNet,0.6654744148254395
